Genes,baseMean,log2FoldChange,lfcSE,pvalue,padj,combrank
KBTBD12,9.338963179,-1.96263165,0.323409563,7.66E-13,4.87E-12,-4.87E-12
SLC6A14,192.0985688,-1.676617712,0.239105024,7.68E-13,4.88E-12,-4.88E-12
SNAP25,30.56597386,-0.780421092,0.172617825,7.71E-13,4.90E-12,-4.90E-12
SLC16A10,25.29922646,-0.988943734,0.14508675,8.23E-13,5.21E-12,-5.21E-12
CNGB1,2.24382489,-2.722720278,0.38655638,7.55E-13,5.22E-12,-5.22E-12
XKR9,29.82403215,-1.14508345,0.169192815,8.72E-13,5.50E-12,-5.50E-12
TNIP3,11.05144719,-1.296352203,0.193052837,8.81E-13,5.55E-12,-5.55E-12
FUT3,143.0266648,-1.34191898,0.199537927,8.86E-13,5.57E-12,-5.57E-12
KRT9,5.646889651,-2.828566628,0.411261304,8.95E-13,5.63E-12,-5.63E-12
CALCB,1.952574186,-1.240584238,0.517415708,8.42E-13,5.77E-12,-5.77E-12
DHRS2,3431.346092,-1.409536853,0.255436964,8.38E-13,5.80E-12,-5.80E-12
PADI2,1998.315056,-0.989215623,0.144950694,7.64E-13,6.10E-12,-6.10E-12
PLEKHB1,654.2730618,-0.903342057,0.132409645,9.06E-13,6.48E-12,-6.48E-12
LY6K,189.0515715,-1.215390391,0.180788309,1.06E-12,6.59E-12,-6.59E-12
SLC2A6,136.0412306,-0.68456493,0.099538113,1.09E-12,6.74E-12,-6.74E-12
SLCO4C1,19.2725544,-0.820788855,0.157280742,1.10E-12,6.81E-12,-6.81E-12
OCA2,12.54879934,-2.923659178,0.394691746,1.23E-12,8.05E-12,-8.05E-12
HIST1H1D,12.27946407,-1.178408255,0.175445133,1.23E-12,8.26E-12,-8.26E-12
FBXL20,246.775409,-0.639548576,0.09259452,1.03E-12,8.70E-12,-8.70E-12
SOX30,4.079197964,-1.279143549,0.174512163,1.42E-12,9.48E-12,-9.48E-12
PPEF1,55.27102411,-0.709631749,0.104127131,1.57E-12,9.56E-12,-9.56E-12
STAC,62.59786532,-1.097777903,0.164941435,2.03E-12,9.86E-12,-9.86E-12
MAGEC1,6.06915864,-3.843397329,0.403103264,1.63E-12,9.91E-12,-9.91E-12
DNAH3,12.15815267,-0.833964353,0.246057241,1.67E-12,1.01E-11,-1.01E-11
KRT6B,1162.689474,-1.476969567,0.229655071,1.74E-12,1.05E-11,-1.05E-11
PROL1,42.36254194,-0.778228951,0.390635357,1.80E-12,1.08E-11,-1.08E-11
MOG,4.0115689,-5.997315845,0.67921566,1.80E-12,1.09E-11,-1.09E-11
CENPM,187.9309326,-0.597763873,0.087302904,1.74E-12,1.10E-11,-1.10E-11
ABCC4,237.9351214,-0.776860558,0.114883944,1.87E-12,1.13E-11,-1.13E-11
FBXL13,21.90528538,-0.946472493,0.141097904,1.91E-12,1.15E-11,-1.15E-11
RTP4,223.0804347,-0.78305306,0.115957131,1.96E-12,1.17E-11,-1.17E-11
AQP9,91.20008299,-1.094861019,0.164647424,2.11E-12,1.18E-11,-1.18E-11
PCP4L1,43.00844289,-1.464506289,0.193237573,2.02E-12,1.21E-11,-1.21E-11
HIST1H1B,2.198401195,-1.280076965,0.193142828,2.15E-12,1.28E-11,-1.28E-11
QPCT,316.8267181,-0.75883417,0.111675571,1.58E-12,1.30E-11,-1.30E-11
EIF4EBP1,1227.482226,-0.697746958,0.102714861,2.20E-12,1.31E-11,-1.31E-11
FAR2,212.9441197,-0.74968026,0.111167426,2.20E-12,1.31E-11,-1.31E-11
HIST1H2BO,7.600905298,-1.086846524,0.163170418,2.11E-12,1.33E-11,-1.33E-11
ANKLE1,17.98606999,-0.922198992,0.137922544,2.32E-12,1.38E-11,-1.38E-11
TGFA,208.8063662,-0.789563738,0.117741962,2.67E-12,1.57E-11,-1.57E-11
IGFBPL1,6.894320878,-0.93369792,0.224619032,2.65E-12,1.65E-11,-1.65E-11
HIST1H3F,0.85807674,-2.094106396,0.313319663,3.00E-12,1.76E-11,-1.76E-11
GDF5,26.49361187,-1.55145502,0.205440998,3.02E-12,1.77E-11,-1.77E-11
RLBP1,3.664916121,-6.239999584,0.719634537,3.18E-12,1.86E-11,-1.86E-11
TLX3,3.083599451,-3.061638252,0.701762257,3.44E-12,2.01E-11,-2.01E-11
SCUBE3,243.1521565,-1.141431933,0.173383811,2.99E-12,2.09E-11,-2.09E-11
NOL4,10.31929079,-2.577154966,0.28033117,3.72E-12,2.16E-11,-2.16E-11
TRIML2,1.921700196,-2.689818861,0.417916075,3.48E-12,2.21E-11,-2.21E-11
ZPLD1,24.29068425,-1.162761941,0.214639218,5.04E-12,2.35E-11,-2.35E-11
SLC6A11,31.20853573,-1.629330656,0.254280156,5.55E-12,2.56E-11,-2.56E-11
C9orf170,3.167509436,-1.697134837,0.262530011,4.49E-12,2.59E-11,-2.59E-11
CDH3,1602.278385,-0.894918883,0.134759814,3.85E-12,2.82E-11,-2.82E-11
ALG1L,51.85739055,-1.173509413,0.180714802,5.32E-12,3.05E-11,-3.05E-11
CMPK2,399.3615643,-0.702925445,0.105883249,5.34E-12,3.06E-11,-3.06E-11
EPHA7,36.85935172,-1.293581997,0.182423611,6.94E-12,3.18E-11,-3.18E-11
ENO2,1012.079324,-0.678606993,0.102467624,6.82E-12,3.25E-11,-3.25E-11
ACRV1,1.479800304,-1.421257118,0.219277068,6.14E-12,3.48E-11,-3.48E-11
TFR2,64.77316148,-0.928006722,0.142003158,6.18E-12,3.51E-11,-3.51E-11
HIST1H2BH,20.98962838,-0.925641813,0.141817587,6.66E-12,3.77E-11,-3.77E-11
C1orf61,7.10535871,-1.569788517,0.187428102,6.87E-12,4.11E-11,-4.11E-11
HSPB8,1138.770406,-0.940874889,0.145371198,9.11E-12,4.29E-11,-4.29E-11
PCDH8,7.644216503,-1.981054659,0.315701052,8.24E-12,4.63E-11,-4.63E-11
HIST1H1C,1766.410251,-0.819268452,0.125158733,9.02E-12,5.06E-11,-5.06E-11
MAST1,34.48194746,-1.085462333,0.168703834,9.02E-12,5.06E-11,-5.06E-11
RRAGD,333.8388346,-0.639855049,0.097239512,9.53E-12,5.34E-11,-5.34E-11
SOX6,80.92300631,-1.048147805,0.163800516,1.21E-11,5.44E-11,-5.44E-11
AQP5,267.6435063,-1.419494476,0.264062687,8.34E-12,5.58E-11,-5.58E-11
STK33,11.06003444,-1.314397614,0.205906363,9.45E-12,5.60E-11,-5.60E-11
ANK1,55.90805619,-1.376059353,0.168723038,1.01E-11,5.64E-11,-5.64E-11
OASL,445.4841699,-0.810637839,0.124857722,1.06E-11,6.02E-11,-6.02E-11
DMRT1,2.938754652,-3.596746589,0.486403753,1.13E-11,6.27E-11,-6.27E-11
RAET1G,9.415870564,-0.964588454,0.149698554,1.10E-11,6.67E-11,-6.67E-11
PRTFDC1,133.7260432,-0.729906226,0.112200547,1.21E-11,6.69E-11,-6.69E-11
IFIT2,960.8724972,-0.714188053,0.109948314,1.57E-11,7.23E-11,-7.23E-11
SLC6A2,8.480707871,-2.499347565,0.327801707,1.30E-11,7.54E-11,-7.54E-11
ODAM,10.11535209,-3.617918543,0.463108521,1.46E-11,8.00E-11,-8.00E-11
C1orf106,504.401754,-1.004058868,0.157962494,1.69E-11,9.25E-11,-9.25E-11
CDH19,17.12207295,-1.986537904,0.449671462,1.88E-11,1.02E-10,-1.02E-10
NPR3,64.69118693,-0.701725942,0.157045815,1.92E-11,1.04E-10,-1.04E-10
FAM171A1,549.5439205,-0.749944656,0.116783528,1.99E-11,1.07E-10,-1.07E-10
AKR1E2,38.38578912,-0.949359179,0.149535479,2.02E-11,1.09E-10,-1.09E-10
WDR66,84.18180932,-0.762124463,0.119535153,2.59E-11,1.12E-10,-1.12E-10
HRASLS,56.63831493,-1.031860585,0.16366856,2.28E-11,1.23E-10,-1.23E-10
DLK1,75.32945024,-4.997015981,0.463200133,2.31E-11,1.24E-10,-1.24E-10
EFR3B,214.141801,-0.70267577,0.109538425,2.31E-11,1.24E-10,-1.24E-10
CYP27B1,83.55104445,-0.782507882,0.123350162,3.01E-11,1.29E-10,-1.29E-10
GTSF1,9.122557819,-2.75904954,0.218874102,2.29E-11,1.34E-10,-1.34E-10
PADI1,2.202590184,-2.630974286,0.330142781,2.35E-11,1.38E-10,-1.38E-10
SERPINB4,3.878132549,-2.846003069,0.519687043,2.61E-11,1.40E-10,-1.40E-10
TDRD1,67.9045422,-1.524019203,0.29686003,2.73E-11,1.46E-10,-1.46E-10
MUC21,3.038554356,-1.347574248,0.448070967,2.77E-11,1.48E-10,-1.48E-10
TNFSF13B,109.0179048,-0.660616019,0.103156387,2.78E-11,1.48E-10,-1.48E-10
HIST1H2AH,0.874328584,-1.972423158,0.318612079,3.13E-11,1.66E-10,-1.66E-10
ZNF488,22.08632195,-0.756938611,0.170316752,3.32E-11,1.76E-10,-1.76E-10
ATP10B,10.65703621,-1.497223037,0.24344572,3.38E-11,1.79E-10,-1.79E-10
STAG3,42.60422389,-1.354566781,0.132506745,4.28E-11,1.81E-10,-1.81E-10
CYP1B1,2205.940908,-0.781789075,0.124023112,3.62E-11,1.91E-10,-1.91E-10
HIST1H4I,1.668710387,-1.266803798,0.203079482,3.50E-11,2.01E-10,-2.01E-10
KREMEN2,82.26199768,-1.002605787,0.162000218,4.99E-11,2.10E-10,-2.10E-10
ZIC1,68.91204147,-1.186453961,0.287060099,4.13E-11,2.15E-10,-2.15E-10
CEACAM19,79.67503244,-0.766978364,0.121756043,4.22E-11,2.20E-10,-2.20E-10
CXCL11,326.8365104,-0.922590929,0.146712167,3.13E-11,2.25E-10,-2.25E-10
DGCR5,37.34751904,-0.923747564,0.148921913,5.38E-11,2.25E-10,-2.25E-10
GBP1,1809.755427,-0.696254584,0.110479952,5.24E-11,2.55E-10,-2.55E-10
KLRC2,8.755205781,-1.182732438,0.192481525,5.26E-11,2.71E-10,-2.71E-10
KCNG3,10.51575097,-1.022981763,0.165243713,5.02E-11,2.82E-10,-2.82E-10
F5,68.18366216,-1.004690641,0.130809429,5.83E-11,2.99E-10,-2.99E-10
GJB4,4.155338152,-1.513888353,0.264661624,5.99E-11,3.07E-10,-3.07E-10
KCNK3,97.57949578,-1.476825123,0.187165312,6.47E-11,3.09E-10,-3.09E-10
TAF7L,4.381237354,-1.158489542,0.165222922,6.07E-11,3.10E-10,-3.10E-10
MMP20,3.621248124,-3.58795067,0.575646571,5.88E-11,3.18E-10,-3.18E-10
EFNA3,549.8593573,-0.673938611,0.106900658,6.27E-11,3.20E-10,-3.20E-10
CHRNB4,3.424718829,-1.383697269,0.255562987,6.42E-11,3.27E-10,-3.27E-10
KRTDAP,5.631174454,-3.771166816,0.631060313,7.22E-11,3.67E-10,-3.67E-10
CLDN9,29.85958842,-1.332855354,0.146353297,7.51E-11,3.81E-10,-3.81E-10
ONECUT2,89.16196605,-1.360518033,0.225815113,8.16E-11,3.87E-10,-3.87E-10
CXADR,262.2669918,-0.81074189,0.129979859,5.61E-11,3.93E-10,-3.93E-10
ANXA8,307.6903854,-0.957560553,0.199777574,7.18E-11,4.33E-10,-4.33E-10
HIST1H3C,1.345946638,-1.607503564,0.271792135,9.00E-11,4.52E-10,-4.52E-10
CD24,29444.47321,-0.748771047,0.116353138,9.08E-11,4.56E-10,-4.56E-10
ABHD2,6009.139631,-0.607474523,0.097243495,9.17E-11,4.60E-10,-4.60E-10
GJB5,44.33964064,-1.20143673,0.200161032,1.16E-10,4.65E-10,-4.65E-10
TAF4B,182.8211321,-0.627758044,0.100706495,9.64E-11,4.82E-10,-4.82E-10
KLHL34,3.884087252,-2.758395384,0.470285586,8.94E-11,4.88E-10,-4.88E-10
FAM27C,11.98614777,-0.866844714,0.141165768,9.08E-11,4.96E-10,-4.96E-10
LYPD5,105.6843404,-0.734237533,0.102848249,1.07E-10,5.33E-10,-5.33E-10
PANX2,122.9551389,-0.763321244,0.124137651,1.10E-10,5.47E-10,-5.47E-10
PNPLA3,40.71055634,-1.118073493,0.185412336,1.12E-10,5.54E-10,-5.54E-10
EPO,10.12864672,-1.563554441,0.264190568,1.11E-10,5.81E-10,-5.81E-10
ZYG11A,115.9065839,-0.651854147,0.105421713,1.22E-10,6.02E-10,-6.02E-10
MARCO,116.0474392,-1.009429044,0.226522979,1.36E-10,6.26E-10,-6.26E-10
DEPDC7,34.59042517,-0.626043634,0.101416401,1.44E-10,7.06E-10,-7.06E-10
SRD5A2,10.19259175,-0.965658777,0.182720714,1.48E-10,7.68E-10,-7.68E-10
FAM83B,118.1307255,-0.920282525,0.152610368,1.59E-10,7.76E-10,-7.76E-10
NIPAL4,16.74085731,-1.460273402,0.166860578,1.76E-10,8.57E-10,-8.57E-10
ELAVL3,2.786870191,-2.373147958,0.488357207,1.84E-10,8.95E-10,-8.95E-10
SPATA12,5.908817291,-0.680460501,0.11118802,1.81E-10,9.30E-10,-9.30E-10
FGF12,53.4527457,-0.929422115,0.138105049,1.97E-10,9.53E-10,-9.53E-10
ATOH7,1.322290553,-1.806512783,0.311797721,2.19E-10,1.05E-09,-1.05E-09
BCL2L14,41.87307968,-0.970348245,0.170018622,2.19E-10,1.06E-09,-1.06E-09
JAKMIP2,17.90293885,-0.950485707,0.139307625,2.82E-10,1.09E-09,-1.09E-09
HMP19,23.14958384,-2.475867996,0.256872764,2.49E-10,1.19E-09,-1.19E-09
PRR4,61.6155732,-2.594001221,0.121346093,3.10E-10,1.19E-09,-1.19E-09
GGT1,600.25819,-0.916225363,0.132554194,2.20E-10,1.21E-09,-1.21E-09
SPRR1A,6.185432335,-2.950347832,0.43105235,2.34E-10,1.22E-09,-1.22E-09
CLDN1,727.3802186,-0.857446595,0.143265717,2.68E-10,1.28E-09,-1.28E-09
SLURP1,11.39309861,-2.284126099,0.357214737,2.76E-10,1.31E-09,-1.31E-09
SLPI,1398.447274,-1.293070566,0.188625485,3.03E-10,1.43E-09,-1.43E-09
BCL11A,171.0710257,-1.076717319,0.183282837,3.03E-10,1.44E-09,-1.44E-09
GBP5,653.4924149,-0.874536758,0.146964277,2.76E-10,1.50E-09,-1.50E-09
IL17C,1.128236072,-2.433446273,0.383885797,3.73E-10,1.75E-09,-1.75E-09
NOXO1,27.54467726,-1.010616359,0.156389161,3.86E-10,1.81E-09,-1.81E-09
FGG,48.83468789,-2.316111028,0.537145886,5.19E-10,1.94E-09,-1.94E-09
HRCT1,84.94530199,-1.178236091,0.190739904,5.19E-10,1.94E-09,-1.94E-09
IL2RA,59.24268662,-0.824944309,0.140073368,4.70E-10,2.17E-09,-2.17E-09
TTLL7,102.4781395,-0.701325749,0.117962697,4.61E-10,2.23E-09,-2.23E-09
SYNGR3,67.24970233,-0.751090932,0.126975013,4.83E-10,2.23E-09,-2.23E-09
HAR1B,4.320803,-1.196265739,0.293186165,5.96E-10,2.73E-09,-2.73E-09
GRIN2C,35.01713884,-0.961240392,0.154300762,6.06E-10,2.77E-09,-2.77E-09
IFI44,858.5180846,-0.650710609,0.109938872,6.13E-10,2.80E-09,-2.80E-09
APCDD1L,90.84040614,-0.720071678,0.1581172,6.16E-10,2.81E-09,-2.81E-09
TMPRSS4,157.0787271,-1.038469892,0.239427841,6.39E-10,2.91E-09,-2.91E-09
ELOVL3,14.8094816,-0.906225936,0.156312868,6.90E-10,3.13E-09,-3.13E-09
CD109,1098.279621,-0.623407706,0.104893331,6.98E-10,3.17E-09,-3.17E-09
CECR2,61.20537417,-1.11510366,0.194927827,7.15E-10,3.24E-09,-3.24E-09
SERPINB2,26.71448793,-0.918036327,0.270104935,8.12E-10,3.66E-09,-3.66E-09
KLK5,447.5168014,-1.352282498,0.252422716,8.33E-10,3.75E-09,-3.75E-09
ACOT11,63.14121245,-0.616783666,0.104927322,8.96E-10,4.02E-09,-4.02E-09
C2orf54,340.7459695,-1.283948887,0.208173068,9.21E-10,4.12E-09,-4.12E-09
IFIT1,2154.853535,-0.768788749,0.132704674,8.40E-10,4.14E-09,-4.14E-09
CA6,9.177322804,-1.359873578,0.686054197,8.54E-10,4.17E-09,-4.17E-09
CEACAM6,4157.2719,-1.376625893,0.217609847,9.47E-10,4.23E-09,-4.23E-09
GRIK2,11.77889012,-0.693548471,0.154369767,9.04E-10,4.28E-09,-4.28E-09
CHST6,65.37670627,-0.765231817,0.132130894,9.78E-10,4.36E-09,-4.36E-09
SCEL,16.30614382,-0.811495322,0.574008172,8.95E-10,4.36E-09,-4.36E-09
GCSH,22.59081041,-0.589383522,0.100263075,1.00E-09,4.45E-09,-4.45E-09
HIST1H3E,79.45604586,-0.636210761,0.108851315,1.04E-09,4.61E-09,-4.61E-09
BCAN,27.89036756,-1.656059137,0.178362352,1.07E-09,4.76E-09,-4.76E-09
DIRAS1,293.2748834,-0.688433457,0.118500084,1.09E-09,4.82E-09,-4.82E-09
CNNM1,28.96474628,-1.066792237,0.189932261,1.42E-09,5.03E-09,-5.03E-09
CDH15,5.844448536,-1.047555311,0.184973197,1.17E-09,5.14E-09,-5.14E-09
SLC30A8,569.2775406,-0.678823892,0.312478883,1.26E-09,5.53E-09,-5.53E-09
GRB7,1312.501604,-0.675622257,0.128646586,1.28E-09,5.60E-09,-5.60E-09
FGFBP1,22.42719513,-1.997680177,0.323544584,1.72E-09,6.05E-09,-6.05E-09
MMP9,2339.25273,-0.791676682,0.139167659,1.43E-09,6.23E-09,-6.23E-09
PM20D2,283.5253861,-0.72039561,0.12479678,1.23E-09,6.43E-09,-6.43E-09
LY6E,8304.121177,-0.602660361,0.103680897,1.49E-09,6.46E-09,-6.46E-09
EXTL1,107.1998034,-0.876729453,0.164399695,1.43E-09,6.52E-09,-6.52E-09
GDA,2.268840895,-2.638144943,0.439490325,1.51E-09,6.56E-09,-6.56E-09
KCNN4,634.8428003,-0.791132733,0.138159565,1.33E-09,6.62E-09,-6.62E-09
PCDH11X,11.897622,-1.300132387,0.285787925,1.54E-09,6.70E-09,-6.70E-09
SMTNL2,9.884869429,-1.316305297,0.218053299,1.42E-09,6.74E-09,-6.74E-09
EEF1A2,2171.853103,-1.042024751,0.185943488,1.57E-09,6.80E-09,-6.80E-09
CHI3L2,799.8317172,-1.107198905,0.1771803,1.57E-09,6.81E-09,-6.81E-09
WNK3,24.55931402,-0.847590205,0.150489147,2.04E-09,7.08E-09,-7.08E-09
FAM155B,85.25345789,-0.711481635,0.125187558,2.14E-09,7.42E-09,-7.42E-09
DIO1,256.9841153,-0.918887384,0.223646486,1.73E-09,7.47E-09,-7.47E-09
CAPN14,5.747191968,-0.905840393,0.160549729,1.81E-09,7.78E-09,-7.78E-09
BMP8B,102.9272721,-0.64292371,0.111978228,1.86E-09,8.01E-09,-8.01E-09
GZMB,90.08559236,-0.944728471,0.168375572,1.83E-09,8.22E-09,-8.22E-09
HIST1H2BN,14.07467588,-0.608675843,0.105741744,1.93E-09,8.31E-09,-8.31E-09
NPTXR,645.3396102,-0.596431933,0.1035715,1.95E-09,8.37E-09,-8.37E-09
ACTG2,1187.904987,-1.10907264,0.182272681,2.00E-09,8.60E-09,-8.60E-09
FUT5,1.637784406,-2.008356282,0.346185958,2.09E-09,8.95E-09,-8.95E-09
MMP13,571.2855092,-0.904998011,0.162094693,2.31E-09,9.88E-09,-9.88E-09
CLCN4,125.5959662,-0.702522682,0.123944191,2.40E-09,1.02E-08,-1.02E-08
ZNF492,18.92118322,-0.973780905,0.175398182,2.47E-09,1.05E-08,-1.05E-08
ADD2,63.52318364,-0.814238048,0.146864134,3.61E-09,1.23E-08,-1.23E-08
FRMD5,12.63599342,-0.811533855,0.144942251,2.77E-09,1.24E-08,-1.24E-08
RAB9B,9.045530642,-0.631530324,0.111228211,3.01E-09,1.39E-08,-1.39E-08
SDCBP2,97.5997872,-0.62166116,0.110362261,3.67E-09,1.44E-08,-1.44E-08
ANKRD7,1.570440376,-2.195575478,0.329797507,3.18E-09,1.46E-08,-1.46E-08
ENPP3,55.70842382,-1.178673595,0.174229838,5.15E-09,1.73E-08,-1.73E-08
CSPG5,52.5104712,-0.614558693,0.109402484,4.19E-09,1.75E-08,-1.75E-08
SLC8A2,22.72597479,-0.633019102,0.20121416,5.24E-09,1.75E-08,-1.75E-08
HIST2H4A,784.0521732,-0.594272033,0.105127211,3.64E-09,1.75E-08,-1.75E-08
TGM1,29.39278351,-0.810612118,0.146964929,4.30E-09,1.79E-08,-1.79E-08
CLEC7A,249.1839676,-0.686738993,0.10341727,3.54E-09,2.02E-08,-2.02E-08
TMEM105,16.80645332,-0.925817862,0.170421963,5.30E-09,2.18E-08,-2.18E-08
INHA,30.35468723,-0.812634146,0.153750349,6.70E-09,2.21E-08,-2.21E-08
C10orf91,2.166786272,-1.324342354,0.247272532,5.04E-09,2.26E-08,-2.26E-08
GRHL3,87.22696144,-0.720915483,0.130891312,5.70E-09,2.34E-08,-2.34E-08
CCDC67,7.350562218,-0.797171277,0.205260069,6.07E-09,2.47E-08,-2.47E-08
UGT2B7,7.478938857,-1.748990954,0.383940003,6.29E-09,2.56E-08,-2.56E-08
CDK6,721.7256324,-0.605476013,0.108837306,5.85E-09,2.73E-08,-2.73E-08
CHAC1,65.90442241,-0.66171381,0.120546931,7.50E-09,3.03E-08,-3.03E-08
KRT23,1385.354239,-0.945358928,0.175760296,7.72E-09,3.10E-08,-3.10E-08
CD38,72.35194471,-0.896916521,0.167060653,7.98E-09,3.21E-08,-3.21E-08
PCSK9,25.87452747,-1.236883497,0.174778619,8.65E-09,3.46E-08,-3.46E-08
RDH16,71.3963823,-0.842756041,0.15814936,1.11E-08,3.55E-08,-3.55E-08
USH1C,5.354876969,-2.530072119,0.310077724,8.99E-09,3.79E-08,-3.79E-08
SEZ6,7.577478663,-2.060017026,0.520115673,1.02E-08,4.05E-08,-4.05E-08
MAT1A,62.85280789,-1.087841405,0.20757861,1.10E-08,4.34E-08,-4.34E-08
SLC2A12,116.7806929,-0.599591632,0.110174854,1.19E-08,4.67E-08,-4.67E-08
CNIH2,102.1487827,-0.643562835,0.119751312,1.50E-08,5.47E-08,-5.47E-08
MEIG1,1.531354668,-1.11363299,0.212555468,1.40E-08,5.47E-08,-5.47E-08
SPC24,28.25393541,-0.586629136,0.108353193,1.46E-08,5.67E-08,-5.67E-08
S100A9,2940.0986,-0.790544044,0.223014175,1.48E-08,5.76E-08,-5.76E-08
MT1H,4.610458053,-1.137461374,0.297775485,1.56E-08,6.04E-08,-6.04E-08
VASH2,218.7289245,-0.629698702,0.11745956,1.69E-08,6.52E-08,-6.52E-08
SLC26A7,18.50616767,-1.577832368,0.171874125,1.69E-08,6.55E-08,-6.55E-08
PRKACB,1688.412614,-0.678689287,0.125585508,1.34E-08,6.60E-08,-6.60E-08
HIST1H2AL,1.616950692,-1.102384712,0.211973402,1.64E-08,6.92E-08,-6.92E-08
CDH4,3.942601663,-2.275753015,0.242934594,1.98E-08,7.59E-08,-7.59E-08
MIA,263.1644934,-1.218836382,0.23364284,1.49E-08,7.85E-08,-7.85E-08
B3GNT3,124.013479,-0.901280686,0.173758329,2.07E-08,7.91E-08,-7.91E-08
NCALD,675.159772,-0.784202751,0.114614509,1.90E-08,8.32E-08,-8.32E-08
HAPLN3,581.8247889,-0.663662012,0.125475783,2.26E-08,8.59E-08,-8.59E-08
MTTP,2.896636651,-1.019791076,0.197953609,2.34E-08,8.88E-08,-8.88E-08
SPP1,5424.32403,-0.687841186,0.129017527,2.17E-08,9.08E-08,-9.08E-08
TEX15,4.721515911,-2.579226165,0.569032497,2.29E-08,9.20E-08,-9.20E-08
PIPOX,23.36625855,-0.884529839,0.105726859,2.44E-08,9.24E-08,-9.24E-08
GUCA1A,1.591611539,-1.31653692,0.224709285,2.53E-08,9.56E-08,-9.56E-08
FAM19A4,1.893021761,-2.111256892,0.359894223,2.42E-08,1.00E-07,-1.00E-07
KRT20,3.867630182,-7.266537859,0.79894925,2.84E-08,1.07E-07,-1.07E-07
TMEM171,9.512960003,-0.643026047,0.186972896,2.73E-08,1.12E-07,-1.12E-07
MFGE8,3375.524598,-0.647610499,0.10837634,3.00E-08,1.12E-07,-1.12E-07
PGLYRP4,5.322553072,-1.425769397,0.414965567,3.17E-08,1.19E-07,-1.19E-07
MX1,4547.019947,-0.665204588,0.127549133,3.20E-08,1.20E-07,-1.20E-07
IL20RB,16.79993363,-1.342504316,0.1060141,3.21E-08,1.20E-07,-1.20E-07
FAM3D,37.35819031,-1.867081572,0.253244494,3.23E-08,1.21E-07,-1.21E-07
GPR87,41.63657309,-1.046292383,0.187295368,4.06E-08,1.22E-07,-1.22E-07
PRR18,3.548268621,-1.768193882,0.337294676,3.28E-08,1.22E-07,-1.22E-07
CAPN6,207.6196783,-1.796626912,0.21563413,3.88E-08,1.43E-07,-1.43E-07
HIST1H2AJ,1.239488654,-1.157601649,0.229928497,3.91E-08,1.44E-07,-1.44E-07
HIST1H3H,43.1199571,-0.770188588,0.151521006,5.00E-08,1.48E-07,-1.48E-07
ASAH2B,11.49200839,-0.699569034,0.135415956,4.09E-08,1.51E-07,-1.51E-07
CGA,166.3913503,-1.921515934,0.438733169,4.23E-08,1.55E-07,-1.55E-07
ELFN2,27.46268625,-0.986613122,0.199917444,5.28E-08,1.56E-07,-1.56E-07
LHFPL4,4.261192643,-1.272603243,0.359026345,4.29E-08,1.57E-07,-1.57E-07
GABRE,129.489239,-0.859292398,0.169562251,4.30E-08,1.58E-07,-1.58E-07
PRSS1,6.327993996,-1.333753091,0.468856625,4.39E-08,1.61E-07,-1.61E-07
KCNQ3,23.0407617,-0.663630406,0.128922681,4.90E-08,1.78E-07,-1.78E-07
FOXL1,38.83970746,-0.599812537,0.115860118,5.10E-08,1.85E-07,-1.85E-07
BCL2A1,111.6232133,-1.066182767,0.134818342,5.47E-08,1.86E-07,-1.86E-07
MAPK8IP2,593.7164034,-0.621200575,0.120459181,5.25E-08,1.90E-07,-1.90E-07
CKM,2.999813337,-2.412595093,0.190216605,4.82E-08,1.91E-07,-1.91E-07
RGS9BP,8.275015405,-0.699427723,0.137429138,5.99E-08,2.15E-07,-2.15E-07
STK31,11.06768488,-1.253975913,0.22520699,6.02E-08,2.35E-07,-2.35E-07
CAGE1,0.91687318,-2.587377357,0.328973467,6.74E-08,2.41E-07,-2.41E-07
ARHGDIG,12.51831631,-1.240422534,0.255512275,6.49E-08,2.45E-07,-2.45E-07
QRFPR,7.165509709,-1.390016464,0.286813205,7.41E-08,2.63E-07,-2.63E-07
FTCD,5.494938276,-1.033050036,0.253462773,8.33E-08,2.95E-07,-2.95E-07
EXD1,0.837483016,-1.373823462,0.283893169,8.37E-08,2.96E-07,-2.96E-07
KLHL38,29.48856335,-1.011523237,0.135529706,8.83E-08,3.11E-07,-3.11E-07
MDFI,717.7969589,-0.685328785,0.136192997,8.87E-08,3.13E-07,-3.13E-07
RASGEF1A,190.6104702,-0.615104292,0.121702701,9.62E-08,3.17E-07,-3.17E-07
MYO3A,14.49561276,-0.710949053,0.21750367,8.61E-08,3.21E-07,-3.21E-07
SDK2,220.6719789,-0.782643806,0.157870452,9.21E-08,3.24E-07,-3.24E-07
ACTN2,33.71742765,-1.185699276,0.251007599,1.16E-07,3.29E-07,-3.29E-07
HEY2,201.9901126,-0.621666262,0.122886609,9.75E-08,3.41E-07,-3.41E-07
C11orf85,1.395618376,-0.908944649,0.49532338,9.99E-08,3.49E-07,-3.49E-07
ZNF486,139.9823502,-0.658707845,0.131509047,1.01E-07,3.69E-07,-3.69E-07
HTR3A,7.293838617,-2.62259882,0.326590368,1.01E-07,3.72E-07,-3.72E-07
PEX5L,20.38102615,-1.148507853,0.218255481,1.12E-07,3.90E-07,-3.90E-07
LANCL3,4.591883246,-0.809682947,0.164553957,1.14E-07,3.95E-07,-3.95E-07
GPR83,7.95695144,-0.778979872,0.171169598,1.23E-07,4.25E-07,-4.25E-07
