Genes,log2FoldChange,padj,D_Basal_EvsT,D_Basal_myoepithelial_EvsT,D_Luminal_1_1_EvsT,D_Luminal_1_2_EvsT,D_Luminal_2_EvsT,Phi_Basal_TvsE,Phi_Basal_myoepithelial_TvsE,Phi_Luminal_1_1_TvsE,Phi_Luminal_1_2_TvsE,Phi_Luminal_2_TvsE,Phi_Basal_EvsT,Phi_Basal_myoepithelial_EvsT,Phi_Luminal_1_1_EvsT,Phi_Luminal_1_2_EvsT,Phi_Luminal_2_EvsT,log2FC_Basal_EvsT,log2FC_Basal_myoepithelial_EvsT,log2FC_Luminal_1_1_EvsT,log2FC_Luminal_1_2_EvsT,log2FC_Luminal_2_EvsT,LOG(padj)
RABEP1,1.513161675,1.13E-109,-2.45E-06,0.00001081,0.00001317,0.000028436,4.80E-06,1.09E-05,8.05E-05,0.000162209,0.000170922,0.000483772,8.47E-06,9.13E-05,0.000175379,0.000199358,0.000488569,-0.365982314,0.181781751,0.112622141,0.222023397,0.014235056,108.9469216
SPEF1,3.319399706,4.08E-109,-5.81E-08,-5.43E-08,-6.63E-08,-8.83E-08,-6.99E-08,7.54E-08,6.86E-08,8.61E-08,1.17E-07,8.54E-08,1.73E-08,1.42E-08,1.98E-08,2.86E-08,1.55E-08,-2.121095388,-2.26726785,-2.119188161,-2.030904351,-2.458833674,108.3893398
ATP7B,2.29217113,5.57E-109,8.49E-05,8.02E-05,5.87E-05,2.16E-05,8.46E-05,5.25E-07,4.78E-07,6.00E-07,8.13E-07,5.95E-07,8.54E-05,8.07E-05,5.93E-05,0.000022403,8.52E-05,7.346883993,7.397664326,6.627097111,4.784658375,7.162174261,108.2541448
ERGIC1,1.263723357,1.23E-108,2.13E-06,-1.92E-06,-1.12E-06,2.33E-06,-0.000025098,0.000146211,0.000270334,9.73E-05,0.00017602,0.000250096,0.00014834,0.00026841,9.62E-05,0.000178351,0.000224998,0.020855819,-0.010304549,-0.016631985,0.018979943,-0.152569806,107.9100949
RUNDC1,1.222216055,1.42E-108,6.64E-05,6.81E-05,7.09E-05,0.0001742,0.000528177,1.49E-06,1.41E-06,1.53E-06,2.18E-06,3.14E-06,6.79E-05,6.95E-05,7.24E-05,0.000176377,0.000531317,5.510976282,5.624831382,5.568011497,6.339932047,7.402503704,107.8477117
TPSG1,6.193413522,1.06E-107,2.20E-06,5.51E-08,4.09E-08,-2.82E-08,4.07E-06,4.06E-07,3.68E-07,4.62E-07,6.27E-07,4.59E-07,2.60E-06,4.23E-07,5.03E-07,5.99E-07,4.53E-06,2.68273226,0.201493337,0.122484225,-0.066477047,3.302256444,106.9746941
IL20,5.486098507,2.18E-107,2.85E-05,5.34E-06,5.18E-06,7.31E-07,-1.42E-07,4.43E-07,4.04E-07,5.06E-07,6.87E-07,5.04E-07,2.90E-05,5.74E-06,5.69E-06,1.42E-06,3.62E-07,6.029418962,3.829404406,3.491185264,1.045377754,-0.476509874,106.6615435
RHOB,1.608090238,2.31E-107,-2.46E-06,-3.35E-06,6.97E-06,-1.37E-07,-0.00005951,6.12E-05,7.14E-05,0.000136334,0.000127572,0.000572076,5.87E-05,6.80E-05,0.000143305,0.000127435,0.000512566,-0.059226145,-0.069315285,0.07194355,-0.001550148,-0.158469037,106.636388
C20orf26,3.637660745,1.20E-106,-5.81E-08,-5.43E-08,-6.63E-08,-8.83E-08,-6.99E-08,7.54E-08,6.86E-08,8.61E-08,1.17E-07,8.54E-08,1.73E-08,1.42E-08,1.98E-08,2.86E-08,1.55E-08,-2.121095388,-2.26726785,-2.119188161,-2.030904351,-2.458833674,105.9208188
SERPINA11,4.575252167,1.55E-106,2.22E-05,9.82E-05,4.58E-07,3.11E-07,1.14E-06,4.53E-07,4.13E-07,5.18E-07,7.02E-07,5.14E-07,2.26E-05,9.86E-05,9.76E-07,1.01E-06,1.65E-06,5.643668182,7.899153824,0.913324145,0.528975421,1.687380049,105.8096683
FBP1,2.101495937,9.74E-106,-7.14E-07,-5.97E-07,-4.64E-07,-3.13E-07,0.00088619,1.78E-06,1.56E-06,2.09E-06,2.65E-06,3.96E-05,1.06E-06,9.59E-07,1.62E-06,2.33E-06,0.000925812,-0.741760942,-0.698154467,-0.362672671,-0.18134037,4.546334729,105.011441
TRH,8.030099383,1.26E-105,1.49E-05,1.03E-05,1.64E-05,1.89E-05,1.31E-05,4.95E-07,4.51E-07,5.66E-07,7.68E-07,5.62E-07,1.54E-05,0.000010785,1.69E-05,1.97E-05,1.36E-05,4.954677001,4.578968223,4.904029106,4.678796156,4.600460793,104.8996295
DACH1,3.076707101,3.38E-105,8.47E-06,2.51E-07,3.05E-07,2.55E-07,0.000352634,5.17E-07,4.70E-07,5.87E-07,7.80E-07,5.99E-07,8.99E-06,7.20E-07,8.92E-07,1.03E-06,0.000353233,4.119621599,0.616998487,0.603536789,0.407562907,9.203318637,104.4710833
WDR65,3.91310488,4.16E-105,-5.81E-08,-5.43E-08,-6.63E-08,-8.83E-08,-6.99E-08,7.54E-08,6.86E-08,8.61E-08,1.17E-07,8.54E-08,1.73E-08,1.42E-08,1.98E-08,2.86E-08,1.55E-08,-2.121095388,-2.26726785,-2.119188161,-2.030904351,-2.458833674,104.3809067
KCNE4,3.645085013,4.33E-105,1.05E-06,8.35E-07,2.38E-06,1.79E-06,0.00043683,4.65E-07,4.24E-07,5.31E-07,7.19E-07,5.27E-07,1.51E-06,1.26E-06,2.91E-06,2.51E-06,0.000437357,1.704949915,1.570947251,2.457746199,1.804524356,9.697611471,104.3635121
BBS4,1.128008932,6.51E-105,1.32E-05,8.97E-06,1.20E-05,6.05E-06,2.24E-05,4.89E-07,4.46E-07,5.59E-07,7.59E-07,5.55E-07,1.37E-05,9.42E-06,1.25E-05,6.81E-06,0.000022968,4.807141787,4.399996835,4.48593416,3.165069042,5.372096242,104.186419
AR,3.1028223,2.61E-104,1.14E-06,1.88E-07,1.85E-07,8.04E-08,0.000440402,6.79E-07,6.23E-07,7.58E-07,9.96E-07,9.63E-07,1.82E-06,8.12E-07,9.43E-07,1.08E-06,0.000441365,1.418608599,0.380904188,0.315123371,0.112040169,8.840503889,103.5833595
CHRD,2.919507212,3.06E-104,9.43E-06,0.000176038,8.08E-07,2.19E-05,2.13E-05,4.91E-07,4.48E-07,5.61E-07,7.61E-07,5.57E-07,9.92E-06,0.000176486,1.37E-06,2.27E-05,2.19E-05,4.335895796,8.622344973,1.286721074,4.897569242,5.294213439,103.5142786
C14orf174,2.253790047,1.01E-103,-5.81E-08,-5.43E-08,-6.63E-08,-8.83E-08,-6.99E-08,7.54E-08,6.86E-08,8.61E-08,1.17E-07,8.54E-08,1.73E-08,1.42E-08,1.98E-08,2.86E-08,1.55E-08,-2.121095388,-2.26726785,-2.119188161,-2.030904351,-2.458833674,102.9956786
C9orf116,2.135252886,1.26E-103,2.67E-07,4.78E-07,1.30E-06,-1.28E-07,2.50E-06,4.19E-07,3.78E-07,4.79E-07,6.49E-07,4.72E-07,6.87E-07,8.56E-07,1.78E-06,5.21E-07,2.98E-06,0.711271843,1.179694983,1.893615411,-0.316912955,2.656672612,102.8996295
WFS1,1.357761701,2.37E-103,9.35E-07,3.13E-05,3.25E-06,1.54E-05,0.000653703,5.17E-06,1.87E-05,5.99E-06,1.13E-05,0.000242128,6.11E-06,5.00E-05,9.24E-06,2.66E-05,0.000895831,0.239723734,1.417216356,0.62589072,1.240805234,1.887456667,102.6252517
CMBL,1.958583331,2.52E-103,1.13E-05,0.000134619,4.60E-06,-7.70E-07,0.000745682,2.35E-06,6.34E-06,2.14E-06,2.69E-06,3.19E-05,1.37E-05,0.000140963,6.73E-06,1.92E-06,0.000777576,2.543609817,4.473884565,1.654887988,-0.486906546,4.60761317,102.5985995
BMPR1B,4.792003397,5.46E-103,0.000114764,3.95E-05,1.94E-06,2.80E-06,0.000397219,6.26E-07,5.79E-07,7.11E-07,9.70E-07,7.36E-07,0.00011539,4.01E-05,0.000002651,3.77E-06,0.000397955,7.526831382,6.114097865,1.898412309,1.958407402,9.07843098,102.2628074
APBB2,1.384592881,1.06E-102,2.05E-05,0.000133102,1.54E-05,1.96E-05,0.000455556,1.36E-05,6.69E-05,1.11E-05,1.29E-05,0.000231252,3.41E-05,0.000200038,0.000026531,0.000032486,0.000686808,1.328714848,1.57941553,1.257938437,1.330301379,1.570441001,101.9746941
CDC20B,9.464841675,1.20E-102,1.23E-05,1.44E-05,1.48E-05,2.32E-05,9.80E-06,4.97E-07,4.54E-07,5.67E-07,7.70E-07,5.64E-07,1.28E-05,1.49E-05,1.54E-05,2.40E-05,1.04E-05,4.68362387,5.034179338,4.759752821,4.959332454,4.199480253,101.9208188
UBXN10,2.506065737,1.30E-102,2.86E-05,6.63E-05,1.37E-07,1.71E-08,1.12E-06,4.39E-07,4.01E-07,5.02E-07,6.82E-07,4.99E-07,2.90E-05,0.00006671,6.40E-07,7.00E-07,1.62E-06,6.046034077,7.378092236,0.348847199,0.035788224,1.70278315,101.8860566
RALGPS2,1.939580646,1.44E-102,1.44E-05,3.95E-05,8.74E-05,0.000682728,0.00032738,9.24E-07,8.78E-07,1.15E-06,1.59E-06,1.28E-06,0.000015292,4.03E-05,8.85E-05,0.000684323,0.000328657,4.048162856,5.521333117,6.268241615,8.744986248,8.007138198,101.8416375
ERBB4,3.310187298,1.74E-102,3.90E-07,7.00E-08,2.17E-06,3.95E-07,0.000591637,6.62E-07,6.29E-07,7.46E-07,1.00E-06,9.76E-07,1.05E-06,6.99E-07,2.92E-06,1.40E-06,0.000592613,0.668472603,0.152213703,1.967179527,0.479576492,9.245331343,101.7594508
TRIM3,1.597522864,3.83E-102,3.17E-05,6.29E-05,3.61E-05,3.22E-05,4.27E-05,5.15E-07,4.69E-07,5.88E-07,7.98E-07,5.84E-07,3.22E-05,6.33E-05,3.67E-05,3.30E-05,4.33E-05,5.965688439,7.078441386,5.964540285,5.370812228,6.213611445,101.4168012
PREX1,2.113665162,1.24E-101,-2.76E-06,-2.72E-06,-3.05E-06,-3.40E-06,0.000331445,3.88E-06,3.61E-06,4.30E-06,4.86E-06,0.000547327,1.12E-06,8.87E-07,1.24E-06,1.47E-06,0.000878772,-1.796834717,-2.023919318,-1.78756624,-1.730174794,0.683085875,100.9065783
SYTL2,2.196543123,2.74E-101,8.86E-06,4.71E-06,4.84E-06,9.87E-07,0.00087308,1.98E-06,2.00E-06,2.19E-06,2.31E-06,2.98E-05,1.08E-05,6.70E-06,7.03E-06,3.29E-06,0.00090291,2.453413493,1.746703943,1.68352789,0.514126422,4.91975598,100.5622494
PP14571,4.116745652,4.90E-101,3.90E-06,2.40E-06,4.20E-06,4.83E-06,2.43E-06,4.68E-07,4.27E-07,5.35E-07,7.24E-07,5.30E-07,4.37E-06,2.82E-06,4.73E-06,5.55E-06,2.96E-06,3.223972694,2.726574567,3.145385059,2.938634198,2.483176472,100.3098039
ENPP1,2.022104427,9.31E-101,2.65E-05,5.03E-05,1.31E-05,3.42E-06,0.000811742,3.55E-06,4.67E-06,3.11E-06,2.98E-06,4.27E-05,3.00E-05,5.50E-05,1.62E-05,6.41E-06,0.000854425,3.082705072,3.556288196,2.384138939,1.103153635,4.323203475,100.0310503
TMBIM6,0.885150934,8.71E-100,0.000014284,0.000007177,0.00001286,0.000018638,-0.000007404,0.000195094,0.000182962,0.000207635,0.000240123,0.000132431,0.000209378,0.000190139,0.000220495,0.000258761,0.000125027,0.101940452,0.055510437,0.086696289,0.107846596,-0.08300119,99.05998184
NEK5,3.261019696,1.24E-99,-5.81E-08,-5.43E-08,-6.63E-08,-8.83E-08,-6.99E-08,7.54E-08,6.86E-08,8.61E-08,1.17E-07,8.54E-08,1.73E-08,1.42E-08,1.98E-08,2.86E-08,1.55E-08,-2.121095388,-2.26726785,-2.119188161,-2.030904351,-2.458833674,98.90657831
ACOT4,1.788069432,8.35E-99,1.22E-07,-4.82E-09,5.65E-07,1.32E-06,1.56E-05,4.21E-07,3.82E-07,4.81E-07,6.53E-07,4.77E-07,5.43E-07,3.77E-07,1.05E-06,1.97E-06,1.61E-05,0.367900398,-0.018310507,1.120567098,1.59302613,5.073427052,98.07831352
PVALB,6.049652773,9.79E-99,1.65E-06,1.55E-06,1.87E-06,2.77E-06,8.44E-05,4.67E-07,4.26E-07,5.33E-07,7.23E-07,5.30E-07,2.12E-06,1.98E-06,2.41E-06,3.49E-06,8.49E-05,2.180375669,2.215370873,2.174519673,2.272815417,7.324119814,98.00921731
SPDEF,2.686671555,1.13E-98,-6.53E-07,-7.58E-07,9.79E-05,-1.22E-06,0.000908352,1.81E-06,1.62E-06,6.11E-06,2.68E-06,0.000046928,1.16E-06,8.65E-07,0.000103973,1.46E-06,0.00095528,-0.644196126,-0.907978818,4.089232797,-0.872462369,4.347402779,97.94692156
INPP5J,2.509327579,1.37E-98,1.08E-05,3.07E-05,8.73E-05,7.00E-06,0.000237604,1.07E-06,1.07E-06,1.36E-06,1.49E-06,2.06E-06,1.19E-05,3.18E-05,8.87E-05,8.49E-06,0.000239667,3.481677009,4.892435372,6.023320454,2.510398411,6.860479357,97.86327943
FAM198B,2.109262698,7.92E-98,0.000241423,0.00021874,-1.62E-06,-1.98E-06,0.000170621,0.000127483,0.000127461,3.65E-06,4.22E-06,8.18E-05,0.000368906,0.000346201,2.03E-06,0.000002236,0.000252423,1.532948379,1.441554007,-0.84807668,-0.916114254,1.625642403,97.10127482
RARA,1.753056694,9.53E-98,0.000104651,0.000428856,0.000140555,1.41E-05,0.000135764,2.57E-05,9.90E-05,3.21E-05,6.25E-06,2.83E-05,0.000130365,0.000527843,0.000172701,2.03E-05,0.000164036,2.341941858,2.414799367,2.425556325,1.701122442,2.536571722,97.0209071
THPO,3.511711898,2.84E-97,-5.81E-08,-5.43E-08,-6.63E-08,-8.83E-08,-6.99E-08,7.54E-08,6.86E-08,8.61E-08,1.17E-07,8.54E-08,1.73E-08,1.42E-08,1.98E-08,2.86E-08,1.55E-08,-2.121095388,-2.26726785,-2.119188161,-2.030904351,-2.458833674,96.54668166
C1orf64,4.381066675,7.74E-97,8.11E-07,3.50E-06,2.84E-05,5.36E-06,0.000301761,4.84E-07,4.41E-07,5.52E-07,7.49E-07,5.48E-07,1.29E-06,3.95E-06,2.89E-05,6.11E-06,0.000302309,1.41980788,3.16226631,5.710616877,3.026613972,9.106655937,96.11125904
MAGED2,1.701052452,8.62E-97,-5.88E-07,2.81E-06,0.00001079,0.000002051,-8.10E-06,4.13E-05,0.000390174,0.000279701,0.0001055,8.55E-05,4.07E-05,0.000392986,0.000290491,0.000107551,0.00007741,-0.02070557,0.010360273,0.054608055,0.02777794,-0.143603566,96.06449273
CST5,11.24313127,1.78E-96,7.26E-06,7.95E-06,1.22E-05,1.25E-05,1.03E-05,4.90E-07,4.46E-07,5.59E-07,7.58E-07,5.54E-07,7.75E-06,8.39E-06,1.28E-05,0.0000133,1.08E-05,3.985276605,4.233773028,4.513471486,4.132186513,4.29116987,95.74958
SYTL4,1.696862157,2.19E-96,2.04E-07,-1.63E-08,6.50E-05,4.61E-05,0.000312703,7.30E-07,7.26E-07,8.18E-07,1.05E-06,9.02E-07,9.34E-07,7.10E-07,6.58E-05,4.72E-05,0.000313605,0.35533614,-0.032818618,6.3308995,5.484826658,8.441496655,95.65955589
C9orf98,1.998431118,3.11E-96,-5.81E-08,-5.43E-08,-6.63E-08,-8.83E-08,-6.99E-08,7.54E-08,6.86E-08,8.61E-08,1.17E-07,8.54E-08,1.73E-08,1.42E-08,1.98E-08,2.86E-08,1.55E-08,-2.121095388,-2.26726785,-2.119188161,-2.030904351,-2.458833674,95.50723961
C14orf45,1.5597713,3.76E-96,1.41E-05,1.39E-05,2.35E-05,1.57E-05,1.46E-05,4.97E-07,4.53E-07,5.68E-07,7.71E-07,5.63E-07,1.46E-05,1.43E-05,2.41E-05,1.65E-05,1.51E-05,4.872791844,4.983023291,5.406080833,4.419633153,4.749040028,95.42481216
CELSR1,2.062720962,5.46E-96,0.000186689,0.000195347,3.02E-05,9.25E-06,0.000110177,0.000130336,0.000139724,2.81E-05,1.51E-05,0.000105377,0.000317025,0.000335071,5.82E-05,0.000024378,0.000215554,1.282360989,1.261886979,1.053540019,0.688682782,1.032489322,95.26280736
CEACAM5,5.349217376,6.49E-96,4.26E-07,1.35E-07,1.02E-06,2.09E-05,0.00024288,4.53E-07,4.12E-07,5.17E-07,7.01E-07,5.13E-07,8.79E-07,5.47E-07,1.54E-06,2.16E-05,0.000243393,0.957322895,0.409516873,1.575368823,4.942503761,8.889921914,95.1877553
FAM174A,1.263733605,1.10E-93,8.59E-06,1.32E-05,7.47E-06,1.82E-06,4.99E-06,1.84E-06,1.41E-06,1.51E-06,1.70E-06,1.49E-06,1.04E-05,1.46E-05,8.98E-06,3.52E-06,6.48E-06,2.501456029,3.379068415,2.568181691,1.049482685,2.121033781,92.95860731
P4HTM,1.560074447,1.11E-93,3.54E-06,0.000126413,4.53E-05,8.83E-05,0.000305998,7.83E-07,8.30E-07,8.05E-07,1.13E-06,8.50E-07,4.32E-06,0.000127243,0.000046092,8.94E-05,0.000306848,2.465026725,7.260398302,5.839516403,6.311648019,8.495779431,92.95467702
RGS22,4.067194564,1.46E-93,7.09E-06,6.05E-06,1.34E-05,1.12E-05,1.02E-05,4.86E-07,4.42E-07,5.55E-07,7.54E-07,5.51E-07,7.57E-06,6.49E-06,1.40E-05,1.20E-05,1.08E-05,3.963522197,3.877482157,4.655208296,3.988636232,4.292128023,92.83564714
ANKRD30B,1.595137563,3.28E-93,3.60E-06,-1.73E-07,4.51E-07,1.66E-06,6.88E-05,8.11E-07,7.16E-07,8.92E-07,1.07E-06,1.26E-06,4.41E-06,5.43E-07,1.34E-06,2.74E-06,7.01E-05,2.441342032,-0.398886059,0.590596098,1.350387566,5.799449596,92.48412616
WWP1,1.772422266,3.49E-93,0.000087143,1.93E-05,3.87E-05,0.000064238,0.000075087,0.000207508,4.78E-05,8.82E-05,0.000131692,0.000265676,0.000294651,6.71E-05,0.000126973,0.00019593,0.000340763,0.505840205,0.489618498,0.525185465,0.573170606,0.359100789,92.45717457
CCDC48,2.694231722,3.73E-93,5.22E-07,9.78E-07,-7.11E-08,1.43E-06,-1.81E-07,4.09E-07,3.72E-07,4.67E-07,6.31E-07,4.64E-07,9.31E-07,1.35E-06,3.96E-07,2.06E-06,2.82E-07,1.187797952,1.858861803,-0.238398995,1.707119002,-0.715093206,92.42829117
SYTL5,3.760251707,4.75E-93,4.31E-07,3.03E-07,4.47E-07,3.42E-07,0.000129666,4.33E-07,3.94E-07,4.94E-07,6.70E-07,4.91E-07,8.63E-07,6.97E-07,9.41E-07,1.01E-06,0.000130157,0.997205602,0.822629505,0.929795215,0.594924098,8.05106068,92.32330639
RET,3.413289519,2.93E-92,1.63E-05,0.000221157,4.71E-05,8.19E-05,0.000175481,8.57E-07,9.36E-07,1.02E-06,1.34E-06,1.03E-06,1.72E-05,0.000222093,4.81E-05,8.32E-05,0.000176513,4.327577532,7.890535243,5.564943421,5.959425437,7.418802893,91.53313238
SUOX,0.969000148,4.07E-92,0.000108594,0.000183991,0.000124014,1.86E-05,8.27E-05,7.92E-07,7.71E-07,9.71E-07,1.20E-06,9.03E-07,0.000109386,0.000184762,0.000124985,0.000019827,8.36E-05,7.109752033,7.903918971,7.008020406,4.044245688,6.533466237,91.39040559
LRTOMT,1.245555015,4.38E-92,1.55E-05,8.99E-06,5.30E-06,3.49E-06,1.01E-05,4.81E-07,4.37E-07,5.49E-07,7.46E-07,5.45E-07,1.60E-05,9.43E-06,5.85E-06,4.23E-06,1.06E-05,5.051711033,4.429407913,3.414458949,2.503961944,4.283947174,91.35852589
IVD,1.205710844,5.01E-92,0.000235801,0.000247441,0.00040722,6.13E-05,8.96E-06,4.68E-05,5.66E-05,8.33E-05,1.56E-05,4.69E-06,0.000282568,0.000304018,0.000490516,0.000076898,1.36E-05,2.595019879,2.425866609,2.55797761,2.298056133,1.541600534,91.30016227
ZBTB42,1.419472578,1.04E-91,8.58E-05,0.000147522,6.24E-05,6.01E-05,9.01E-05,5.32E-07,4.84E-07,6.07E-07,8.24E-07,6.03E-07,8.64E-05,0.000148006,6.30E-05,0.000060965,9.07E-05,7.343555783,8.255303628,6.697402802,6.208851708,7.233144616,90.98296666
KIAA1467,2.746844019,4.26E-91,0.000191492,0.000175501,0.000204989,0.000251207,0.000126672,2.33E-06,2.12E-06,2.08E-06,2.72E-06,2.38E-06,0.000193818,0.000177625,0.000207073,0.000253924,0.000129056,6.380844115,6.386076892,6.634723442,6.546461416,5.758674938,90.3705904
EXOC6,1.150643166,4.58E-91,2.06E-05,1.26E-05,8.90E-05,1.91E-05,0.000304317,8.91E-07,7.96E-07,1.16E-06,1.43E-06,1.52E-06,0.000021516,1.34E-05,9.02E-05,2.05E-05,0.000305833,4.594034968,4.074456979,6.279397961,3.846744498,7.656730268,90.33913452
FAM196A,4.554790266,6.09E-91,2.20E-05,1.89E-05,2.22E-05,3.06E-05,2.04E-05,5.03E-07,4.58E-07,5.75E-07,7.80E-07,5.71E-07,2.25E-05,1.93E-05,2.27E-05,3.14E-05,2.10E-05,5.480100642,5.397753616,5.304588228,5.331238438,5.200842138,90.21538271
ACOX2,3.000515397,1.47E-90,7.44E-05,0.000117375,1.47E-06,1.02E-07,2.49E-06,4.66E-07,4.25E-07,5.33E-07,7.22E-07,5.28E-07,7.49E-05,0.0001178,2.01E-06,8.24E-07,3.02E-06,7.327992667,8.114287627,1.912673512,0.190094794,2.514366986,89.83268267
PRRT3,1.994130064,1.80E-90,3.39E-05,1.31E-05,2.00E-05,1.57E-05,8.90E-06,4.97E-07,4.53E-07,5.68E-07,7.70E-07,5.64E-07,3.44E-05,0.000013564,2.05E-05,1.65E-05,9.46E-06,6.111336604,4.90485095,5.175776552,4.421070653,4.068216888,89.74472749
TSPAN13,1.757706336,3.82E-90,-1.83E-06,2.15E-06,-5.00E-07,-3.66E-06,-0.000055794,2.14E-05,6.23E-05,0.000138868,3.26E-05,0.000663915,1.96E-05,6.45E-05,0.000138368,2.89E-05,0.000608121,-0.128644488,0.048896255,-0.005203857,-0.172071613,-0.126640137,89.41793664
LMX1B,2.046957884,5.90E-90,0.000344694,0.000337247,0.000144904,5.82E-05,7.08E-05,5.76E-06,5.22E-06,3.74E-06,2.85E-06,2.54E-06,0.000350449,0.000342463,0.00014864,6.11E-05,7.33E-05,5.928174579,6.036724924,5.313991074,4.420010887,4.852800894,89.22914799
FAM114A2,0.844850648,6.27E-90,1.82E-06,6.22E-06,6.48E-06,1.41E-05,5.03E-05,4.85E-07,4.41E-07,5.54E-07,7.51E-07,5.49E-07,2.31E-06,6.66E-06,7.04E-06,1.48E-05,5.09E-05,2.252508497,3.914902957,3.667874561,4.303130436,6.533190388,89.20273246
TMEM144,1.463786641,6.15E-89,9.82E-05,9.37E-06,5.04E-05,5.69E-06,5.95E-05,5.07E-07,4.62E-07,5.80E-07,7.85E-07,5.76E-07,9.87E-05,9.83E-06,0.000050972,6.48E-06,6.01E-05,7.604202552,4.413169177,6.458603125,3.043812386,6.705969739,88.21112488
LCMT2,0.864400997,1.39E-88,3.98E-08,3.25E-06,2.28E-06,4.45E-06,4.64E-06,4.51E-07,4.09E-07,5.12E-07,6.95E-07,5.08E-07,4.91E-07,3.66E-06,2.79E-06,5.14E-06,5.15E-06,0.121926721,3.162906995,2.448561273,2.8887154,3.342892822,87.8569852
GPR160,1.808157804,1.77E-88,1.30E-07,-3.05E-07,8.51E-05,3.88E-05,0.000612839,1.33E-06,1.21E-06,2.74E-06,2.50E-06,9.67E-06,1.46E-06,9.06E-07,8.79E-05,4.13E-05,0.000622507,0.134668943,-0.418418957,5.002693899,4.046039353,6.008795929,87.75202673
CPEB2,1.590227429,2.03E-88,1.89E-05,1.22E-05,3.26E-05,8.98E-06,0.000547203,1.44E-06,1.36E-06,1.76E-06,1.96E-06,5.78E-06,2.03E-05,1.35E-05,3.43E-05,1.09E-05,0.000552987,3.818673826,3.314591639,4.284430982,2.477624207,6.5790791,87.69250396
STARD10,2.167711111,2.91E-88,0.000158952,0.000234484,7.80E-05,1.76E-05,0.00020113,6.06E-05,9.86E-05,3.45E-05,1.23E-05,8.53E-05,0.000219581,0.0003331,0.000112536,3.00E-05,0.000286445,1.856680432,1.75606025,1.7062746,1.281137146,1.747383451,87.53610701
CCDC96,1.612785294,3.22E-88,-5.81E-08,-5.43E-08,-6.63E-08,-8.83E-08,-6.99E-08,7.54E-08,6.86E-08,8.61E-08,1.17E-07,8.54E-08,1.73E-08,1.42E-08,1.98E-08,2.86E-08,1.55E-08,-2.121095388,-2.26726785,-2.119188161,-2.030904351,-2.458833674,87.49214413
C17orf28,1.807060975,4.34E-88,0.000236555,0.000217956,0.000252017,0.000299466,0.000141528,2.34E-05,2.00E-05,2.26E-05,2.58E-05,1.70E-05,0.000260001,0.00023793,0.000274577,0.000325303,0.000158565,3.471121914,3.574327562,3.605346231,3.654268074,3.218305734,87.36251027
SERPINA6,6.318983945,1.41E-87,3.80E-06,2.80E-07,4.89E-06,1.51E-05,0.000147635,6.47E-07,5.74E-07,7.06E-07,9.57E-07,7.40E-07,4.44E-06,8.54E-07,5.60E-06,1.61E-05,0.000148375,2.78028177,0.573421313,2.987170793,4.072878544,7.647405669,86.85078089
SYT1,3.933296381,2.82E-87,0.00015091,9.51E-05,1.36E-08,-4.25E-08,-1.26E-07,4.17E-07,3.80E-07,4.76E-07,6.47E-07,4.73E-07,0.000151327,9.55E-05,4.90E-07,6.04E-07,3.47E-07,8.502673049,7.972661044,0.040691605,-0.098047346,-0.447441518,86.54975089
TCEAL1,1.859014745,3.42E-87,6.31E-05,0.000122161,2.68E-05,2.12E-05,8.27E-05,6.74E-07,6.40E-07,7.58E-07,1.01E-06,7.55E-07,6.38E-05,0.000122801,2.75E-05,2.22E-05,8.35E-05,6.563817467,7.584077519,5.183226695,4.457121846,6.788283496,86.46597389
EVL,1.793839674,7.28E-87,0.000187554,0.000071871,2.48E-05,7.44E-06,4.53E-05,0.000332858,0.00013142,4.89E-05,2.02E-05,7.67E-05,0.000520412,0.000203291,0.000073785,2.77E-05,0.000121969,0.644747386,0.629361499,0.592027538,0.451627253,0.66976914,86.13786862
FBXO36,1.502104952,7.61E-87,2.77E-07,-1.14E-08,-1.23E-07,4.68E-08,1.45E-07,3.81E-07,3.49E-07,4.36E-07,5.94E-07,4.34E-07,6.58E-07,3.37E-07,3.12E-07,6.41E-07,5.79E-07,0.789506615,-0.048100178,-0.479678128,0.109399464,0.416534659,86.11861534
MS4A8B,6.96600669,1.13E-86,2.18E-06,2.99E-06,2.34E-06,2.92E-06,1.44E-06,4.60E-07,4.19E-07,5.27E-07,7.14E-07,5.24E-07,2.64E-06,3.41E-06,2.87E-06,3.63E-06,1.96E-06,2.521364593,3.025843572,2.445222643,2.346930886,1.90330494,85.94692156
GALNT6,2.216087365,1.43E-86,6.15E-06,6.39E-06,6.39E-06,3.13E-06,0.000668477,4.44E-06,4.52E-06,5.88E-06,5.49E-06,0.000218462,1.06E-05,1.09E-05,0.000012265,8.62E-06,0.000886939,1.253607973,1.271849079,1.061682672,0.650162123,2.021452531,85.84466396
BCAM,1.79410328,6.87E-86,0.000143548,0.000203808,1.03E-06,-8.73E-07,4.67E-05,0.000173463,0.000262245,8.10E-06,7.22E-06,7.01E-05,0.000317011,0.000466053,9.13E-06,6.35E-06,0.00011689,0.869904936,0.829578762,0.173069078,-0.185856585,0.736640616,85.16304326
